text,label
"PALDIES,Ministr par atbalstu! Sen to Okupantu pieminekli vajadzēja nojaukt!!",0
"Vācam tagad parastus par krievijas spiegu ataišanu no amata, aizsēdējies šis okupants Rīgā!",0
"Apsveicu! Ļoti pareizs solis! Lai žīdi iemācās latviešus cienīt, bet ne apzagt!",2
Kārtējo reizi izčakarēja padomju okupantu projektu!,0
"Cik ilgi pastāvēs žīdu un krievu komunistu vara, kas izdzen trimdā Latvijas pilsoņus šobrīd?",1
Nebūtu 800 000 okupantu Latvijā nevajadzētu preambulu.,0
Tu tāds pats latvietis kā žīds vācietis.,1
"Izlasot jau virsrakstu domas ved nevis pie nabaga dzivnieka mežā, bet tiem izbadējušajiem lopiem saeimā! Un redzu ka tā šeit ir lielakai daļai. :D Nu vienīgais ko mākam ir nošaut ja nepatīk. Valstīs kur dzīvnieku aizsardzība ir augstā līmenī nekas tāds nenoniek. :P",0
"Nevar jau palīdzēt, ja Krievija, Irāna, Ķīna u.c. tāda veida valstis vislaik noliedz Assada spēku vardarbību - nav ANO nosodījuma, nav Assada spēku ierobežošana vai iznīcināšana ar straptautisko atbalstu...",0
ASV ir lielas. Žīdi - tie valda pasauli ;).,2
Kapēc krievi paši negrib savāktun iznīcināt savus ieročus?,0
"Nu jau tagad Volstrītas žīdu pakaļlaižām no NA vajadzēs brēkt, ka arī amerikāņi ir Kremļa gangrēna un urrrlllaaas ;)",1
1991.g. bija klintona un jeļcina vienošanās par okupantu integrēšanu Latvijā. Tā kā neko nemainīs. ..,0
"Cik atri viss mainas, nesen bija okupetie, tagad pasi ir okupanti.",0
Kada starpiba ja viens okupants padzina otru? Un macities vareja ari bez abu okupacijas.,0
Tā jums vajag! Okupanti ir un paliek okupanti!,0
"Protams, ir rūpnīcas ,kuras bija jālikvidē. Tās bija tās, kuras speciāli cēla, lai okupantiem būtu kur strādāt. Ja nebūtu likvidētas, tad imigrantu, kuri grib iznīcināt Latviju kā nacionālu latviešu dibinātu valsti, būtu daudz vairāk. Ir jau arī objekti, kurus vajadzēja saglabāt.",0
"Reku - Nils Ušakovs ir okupants, kurš ir zvērējis uzticību ļeņinam, un to pagaidām slēpj..",1
"Kuru interesē okupantu domas? Ja kādam krievam nepatīk, lai no škrobes nošaujās!!!",2
"Sis okupantu pēctecis jau parādīja savu īsto seju,kad bija runa par valodu,nu vēl viņam vajadzīgs okupantu piemineklis.Vai nevajadzētu vinu palūgt pamazām virzīties uz krievijas robežas pusi?",0
"Ja latvietis būtu patecis , ka nekāda holohausta nav bijis, ka tādi ir bijuši laiki , ka daudzi žīdi kalpoja komunistiem , šāva un deportēja mierīgos iedzīvotājus , tad noteikti atrastos pants un punkts pēc kura to ,,nacistu,, varētu tiesāt.",2
"nu nestāsti, tāda cena Tev nesanāks nekad 5 cilvēkiem 14 dienām Norvēģijā, plus nobraucot 4000km ar auto, ja vien Tavu ''A'' klases kajīti nesauc ''C'', kurā ari visi pieci nakšņojiet, Tavs auto nav ford fiesta ar 1.1 dizeļa motoru, 3 siltā ēdiena maltītes katram cilvēkam diena ir parastā ''sausā zupiņa'' aplieta ar karstu ūdeni un vienīga ekstra, katru dienu ieiet čigānu kempinga dušās pa 20 nok/pers :)",1
"Maskavas okupanti izzog ASV bankas, rada parādus un ASV valsts grimst dziļā recesijā. Pareizi Jančuks sak",0
"PUTINA LEMUMS, KOPA AR KINAS LEMUMU - NEDOT IESPEJU ASV IZVAROT ARI SIRIJU IR PILNIGI PAREIZS..",0
DD. Iztīrīsim Latviju no okupantu u r l ā m .,1
"okupants visur ir okupants, navi okupantiem",0
okupantu salašņas jau atkal sabalsos par viņu.. pāris dienas pasēro un pēctam līdzvainīgo atkal sāk slavēt..,1
Tāds pats kā Kāns - arī pretīgs izvirtulis!,1
"Nevajag lasīt stulbas grāmatas! Katrs lielražotājs ir ieinteresēts, lai cilvēku būtu pēc iespējas vairāk. Visas sazvērestību teorijas (par NLO, žīdu masoniem, lemuriešiem un sazin vēl kādiem brīnumiem, t.sk. arī šī) ir ākstu radītas.",1
"kautkas te neiet kopā ,ja jau cīnījās par brīvību ,tad kā var neķengāt eiro ? Pievienojoties citiem kakla kungiem un piespiedu kārtā iznīcināt latu ,tā vietā lietot vecākā brāļa caurās bikses ?",0
Laba atbilde būtu savākt savu krievu pederastu vilni uz savu smirdošo parašu.,1
"CIK CIETIS TAUTAS ,NO ASV STULBUMA. NAVI OKUPANTIEM . KATRS NOGALINATAIS ASV KARAVIRS, OKUPANTS MAN BUS KA SVETKI.......",2
"Pēc kāda laika visiem pienāk atmaksa, sarkano bandītu okupantu kononovu kā pēdējo mēslu tiesāja un putins gardi ņēma aiz vaidziņa ar niknumā pietvīkušu seju.",0
"angļiem, kā jau puspasaules kolonizatoriem, laikam ir svešs jēdziens okupācija un okupanti, tā saucamie krievvalodīgie šeit vispār dzīvo nelikumīgi (pēc visām starptautiskajām normām), tie ir vai nu okupanti un viņu pēcteči, kas izslepkavoja milzum daudz latviešu, vai vienkārši kolonisti, kas Latvijā nav vēlami.",0
A krieviju savā starpā sadalīja 7 žīdi . :D,2
"Zviedreļu augļotāju, šo okupantu -mēslu sazagtais nudien jākonfisce, ka beneficiarus var minēt slimos, bada, salā nomocītos latviešu bērniņus un vecīsus..",1
Okupanti bija spiesti atbrīvot slaveno politieslodzīto un Krievijas disidentu Hodorkovski!,0
"var nošaut arī &quot; aiz uzmanības&quot;?-jēziņ, ko var gvelzt...",0
"Aiz neuzmanības var nošaut, ja nepārbauda, vai patrontelpa tukša, domā ka ierocis nav pielādēts, bet tajā tomēr ir municija!",0
"pričom tur alus dārzs,nevies tur ar varu aizvilkt tevi nevar un nošaut ķemboļe",0
"Okupanti no prieka vai lec no biksēm zinot, ka esmu polis. Nupat tik daudz komplimentu un mīlestības apliecinājumu kā visā savā dzīvē saņēmis neesmu. Fanojiet, fanojiet sme/rdeļi!",0
"Protams,ka tie bija okupantu atraugas(sc elektoraats)",1
"Tieši tā! Ušakovs ir ieinteresēts iznīcināt Latviju un atstā tikai vienu pašu Rīgu. Bet agri vai vēlu viņam nauda beigsies tik neefektīvi saimniekojot, un tad viņu patrieks ar sūdainu mietuZilupes virzienā..",0
"Nav ko ņemties,atstājiet ZS politiskās prostitūtas opozīcijā un uz priekšu. Lai Bērziņš ar Lembi grauž tālāk nagus. ZS -klauni ,ne strādnieki!",1
SC ir okupantu partija un pārstāv okupantu intreses.,0
"Lats ne eiro nav salīdzināms ar rubli. Rubļa ieviēsana bija bezkaunības kalngals no okupantu puses! Ar to rubli visi dzīvojām necerēti lielā nabadzībā veselus 50 gadus. Vai eiro vai lats. tam nav būtiskas nozīmes. Mēs jau sen dzīvojam pēc eiro kursa. Tik uz priekšu, tik uz eiro. Psgads vēl atlicis un tad jau eiro būs mūsu kabatās!",0
"Kā šie parazīti var zināt, kas ir &quot;slaucēja&quot; un kādai jāizskatās slaucējai? Šie lieto tikai košierēto pienu un nav nekādas saprašanas, no kurienes piens tajās pakās rodas. Vienīgais izskaidrojums, ka īstais autors nāk no vietējiem mērgļiem, kuriem par katru uzgāzto mēslu čupu maksā krievija.",1
"pohuj kā viņš runāja, bet sagaidīt ar ziediem okupantu armiju ir spļāviens sirdī",0
"To tu pateici pareizi, no 1945.gada mums 45 gadus to okupanti mācīja um veca ieraduma pēc vēl to mēģina darī",0
"Iežogot un uz žoga uzlikt uzrakstu vairākas valodas, kā izskatās okupantu piemineklis citām valstīm pa brīdinājumu..",0
"Ja nebija okupācijas, nav arī okupantu. Ja tev nepatīk iebraucēji, iesaku dibināt partiju, kas iestāsies par kvotu ieviešanu iebraucējiem. Tie cilvēki kas ir piedzimuši LV nav iebraucēji.",0
"Zīmīgi, ka šī pilnīgi nenormālā kroplība parādās pilsētās ar nospiedošu mongoloīdu okupantu daudzumu, bet ne prezim, ne premjēreklim, ne likumdevējam nav par to nekā sakāma, laikam visi minētie saņēmuši brangus kukuļus par klusēšanu, tikai nav skaidrs kapēc tādiem mēsliem maksā arī ALGU PAR VALSTS NODEVĪBU, par konstitūcijas ievērošanu runa vispār vairs neiet.",2
"palasi skaidrojumu,kas ir okupants, varbut daudz jauna sev atklasi",0
"Nelasi, ja tev nepatīk okupantu smaka..",0
"ka okupanti un to ideologi pēkšņi ir aizmirsuši tādu vārdu kā NĪ burbulis un tā ietekme uz ekonomiku. īpaši ir jābrīnās par ebrejiem, kuri parasti nelepojas ar īsu atmiņu un naudas lietās ir visai jutīgi.",2
tomēr okupantu sindroms nav pārdzīvots,0
"Nevis krievu kopiena bet gan krievu okupanti ,jeb vienkārši krievu fašisti .Fašisti,fašisti.........",2
bet šitās kremļa prostitūtas sociķi karo pret visu Latviju.,1
"tam klaunam aŗī žīdu globalizatori ir ieteikuši popularizēt Latvija airo. Nu kā lai savādak saprot to jautrību, ar kādu tas klauns tagad par eiro iepirksies. It kā no katres bankomātos nav iespējams izņemt vietējo valūt",2
"Kāpēc jūs, okupanti, vienmēr ASV pinat iekšā?",0
"Tev taisnība. Tik daudz latvieši cieta no tiem okupantiem, vai tagad, tie okupanti ir uzcēluši sev laimi?",0
"Dažiem laikam nepatīk citāti no viņu elka A.Pabrika klasiskajiem izteicieniem:) Tas, ka Bērziņs ir vecs komunists un Ušakovs okupantu pēctecis, vēl nenozīmē ka Pabriks ir balts un pūkains.",0
"Vai ar to jāsaprot, ka sistēma un okupanti uzvarēja.",0
Kopš kuriem laikiem no palmas nokāpis nēģeris ir OFICIĀLI STRĀDĀJIS KĀDĀ NO ES VALSTĪM. Nu to gan gribētos zināt?,2
"Krieviju vajadzētu ar saviem ieročiem deportēt uz Marsu, bet Krievijas vietā vajadzētu ASV demokrātisko valsti..",0
Pareizi! asv ir provokatori un okupanti.,0
"Es arī nesaprotu,kas tas par okupantu pieminekli, tāda taču nav un kas par okupāciju?",0
"Tie Okupācijas godinātāji jau ir tie paši okupanti, viņu pēcteči - krievi; // latviešus, par laimi, tur nemana. Beeeeeeeee",2
nabaga ezītis laikam čigānu ieraudzijis jo runā ka čigāni esot lieli ežu ēdāji,2
Čigānu virtuvē ezītis esot liela delikatese.,2
"vienā vārdā -Sociāldemokrāts, jeb prostitūta ar nekonkretizētu tarifu.",1
nekad žīds nebūs krieva aizstāvis........,1
"Biedrībā nav neviena krieva, tikai žīdi",1
"Vēsture pierāda, ka visas pasaules nelaimes sākušās no žīdiem, arī revolūcija 1917.gadā. Un joprojām, kur ir varas un naudas kāre, arī terorisma ideoloģija, tur visi pamatā ir riktētāji -žīdi.",2
Atkal es redzu šo žīdu un vēl nav pazudis !?,1
"Viņu izraidīt ārā no Latvijas. Kūdītājs kā vārdā. Nebūtu žīds, būtu sen jau sēdējis aiz restēm, izraidīts. Viņš pazemo ari savus žīdus. Ārā no šīs valsts. Bet Izraela negrib ar viņu darīšanu! Šalom.",2
viņš nav okupants bet pilsonību nopirka par 150 Ls,0
"Kā gan varētu būt savādāk ?Mikrorajonus cēla priekš kolonistiem,un tur arī šie kolonisti mitinās.Kā jau teicu Kolonisti ies un balsos ,bet īstie Latvijas iedzīvotāji to nedarīja .Tāpēc vēlēšanās pie Rīgas vadības nonāca žīdi ar kangariem amerikiem ,un urbanovičiem priekšgalā.",1
Un kāpēc tu nerādi mums savus žīdu saimniekus?,1
"Sūds tu esi nevis karavīrs! Un tad, kad ar tevi kaut kas notiks, tad tavi radiņi pieprasīs kompensāciju no valsts? Okupants un vieglas naudas tīkotājs tu esi. Armija, pat savas bāzes vietu Kadagu no krieviem neesat atbrīvojuši, mutes brūķētāji.",0
"Krievu policisti meklē visus ar cirvjiem , lai varētu nošaut",1
"Kāpēc jūs, okupanti, vienmēr ASV pinat iekšā.",0
"Kur okupanti slēpjas? Nezinu nevienu, nosauki kaut vienu okupantu uzvardu.",0
"mes visi esam vienadi,krievu laika neviens prieks tevis nebija okupants un edi krievu maizi,tad tev bija labi",0
"Komentētāji -ejiet dirst un aizrijaties ar saviem sūdiem-krievu samazgas un latvju urlas,un latvju samazgas un krievu urlas. Nolādētie pederasti.................",1
Toties okupanti aizbrauc! Vai tas ir slikti,0
"kāpēc nē :)) es arī piekritu, ka - viņi ir okupanti?",0
"Kā okupantu grēki var nākt pār mums, ja pat Dievs uz slepkavām dusmīgs.",0
"Tā kā Mārtiņš Luters bija antisemīts, tad gluži loģiski luterāņi nelaiž sev tuvumā ebrejus, dzīvus vai mirušus. Un kā tad būtu ar Jēzu pašu, kas taču arī bija simtprocentīgs žīds?",1
Kā Ziemassvētkus OKUPANTU bāzēs svin karavīri,0
"Ne jau velti krievu balagāna priekšgalā, kā allaž, soļo vecs žīdu [cenzēts.",1
"Gan jau ir tā, ka tu nodokļus nemaksā un pārtiec no parazītu pabalstiem, treniņtērpa biksēs un lakkurpēs tērptais internacionālistu - kosmopolītu urka.",1
Ko tu izdomā? Kā var okupants piedzimt te agrāk par tevi? Var būt tev jāvācās prom? Padomā par to! Īrija joprojām tevi gaida..,0
"Es to pašu saku, pirms nāk uz šejieni lai aplūko youtube video un simtiem degošos krievu tankus sīrijā, notriektās lidmašīnas apdegušās, tad lai padomā vēlreiz, jo okupants ir labs mērķis.",1
"Latvijas nelojālie okupanti lasieties prom, ko jūs te mitinaties? Es zviedrs paskat kā valodu iemācījos un esmu latviešu pusē, bet krievs paliek krievs tikai savam suņa saimnieka uzticīgs. Patīk zābākus laizīt, tā pat kā Staļinam?",0
Uzmanību! Komentē okupanti! Es atkārtoju - komentē okupanti!,0
"Nesen lasīju rakstu, kurā Ušakovs nodēvēts par okupantu. Atšķirībā no šī rasta, iepriekšminētais mani nešokēja!",0
"Lats ne eiro nav salīdzināms ar rubli. Rubļa ieviēsana bija bezkaunības kalngals no okupantu puses! Ar to rubli visi dzīvojām necerēti lielā nabadzībā veselus 50 gadus. Vai eiro vai lats. tam nav būtiskas nozīmes. Mēs jau sen dzīvojam pēc eiro kursa. Tik uz priekšu, tik uz eiro. Psgads vēl atlicis un tad jau eiro būs mūsu kabatās",0
"Pilnīgi pareizi - Ušokvu mēs necienām un negribam, jo viņš ir draugos ar Maskavu un dejo pēc kremļa politikas. Vīņs veic genocīdu pret latviešu tautu, nodokļu maksātāju naudu, izmetot okupantu pensionāru atbalstīšanai. jo to Rīgā ir ļoti, ļoti daudz. Tādam nav vietas Latvijā!",1
Okupantu migrantus aaraa no reigas!!!!!!!!!!,2
"taisnība un paldies dievam, jo Latvija nekad nenolaidīsies ne līdz kremļu suņu, ne līdz barbaru un okupantu līmenim ;)",1
"Maskavas okupanti izzog ASV bankas, rada parādus un ASV valsts grimst dziļā recesijā. Pareizi Jančuks saka",0
Tagad tu aizstāvi teroristus un musulmaņu radikāļus? Okupanti nav Latvijas līdziclvēki,1
Lai nolādetais okupants sapūst ASV. Izdot.,1
Un kāpēc tu nerādi mums savus žīdu saimniekus..,2
"Nav patīkami šķirties no savas valūtas, protams. LABĀK ,NO OKUPANTU sadētajiem urlām.",1
"neīdi. Īd kremļa īdētāji un latvijas ēbreji, latviski saukti - žīdi?",1
"Baigais..! :D Antonovs, Kargins un Lavents taču ir žīdi nevis krievi! Nu, tu gan esi slēptais antisemīts..! :D",1
"Krieviem ir šizofrēnija smagā formā, tad viņi atbrīvo, tad okupē, tad grib iznīcināt.",0
"Krievijā tādas lietas ir ikdiena un ticēt ko viņa stāsta ar nevajag uzreiz, pagaidīsim ko saka rietumu un ASV uzticamā preses puse.''Savu žīdu uzticamo propogandu vari ierullēt sev vienā vietā.Latvijas uzticamie izzadzēji;DDD!",1
"Kur muks okupanti, pēc Nirnbergas 2, lūk, tāds ir jautājums.",0
"Es gan vairāk domāju, ka esi lojāls krievžīdiem, kurus ienīst pat paši žīdi. Tu noteikti esi PAREX bankas kalpotājs, kuru SC tā aizstāvēja.",2
"Bijušie Baltijas okupanti grib pakļaut Ukrainu, turot to gāzes atkarībā. Nolādētā krievija, Ļaunuma impērija.",1
Drīzāk sabruks tie okupanti ES un NATO,0
"Krievija fašists Lavrovs ierosinās nemierniekiem nolikt ieročus , lai Sadams var bez traucējumiem nogalināt savus tautiešus?",0
"Cukurdupsīt, esi no tiem kas laiza okupantu un viņu palieku dupšus",0
"ne krievija cēla to pieminekli, ne arī krievijai būs norādīt ko mums darīt ar to okupācijas simbolu, pie kura pielūgt dodas okupanti &amp; piektās kolonnas pabiras",0
Lai latvieshi iazvaacas no okupantu biuuveetajam majam un dzivo briivalsts laika celtajas?,0
mums nevajag okupantu betona bluķi.,0
"Tu zini,kas bija Boļeslavs Maikovskis (Mesters)? Viņš bija Rēzeknes apriņķa policijas šefs,un pēc viņa komandas notika žīdu šaušana un Audriņu dedzināšana.",1
Ko tad māksliniece darīja no tā saucamā vācu okupācijas laika 1942. gada līdz tā saucamajam krievu okupācijas laikam 1962. gadā? Abi taču bija okupanti - kā krievs 2X un vācietis 1x.,0
"ko tu nesaproti! bija tikai viena okupācija- krievu; genocīds, slepkavošana, spīdzināšana, bada mērdēšana, izvarošana, pakāršana... vācu laikā tas nebija. aizej uz krievu okupācija muzeju, tur tev visu izstāstīs",0
"krievs ir krievs,žīds ir žīds un Čigāns paliek Čigāns",2
"Kāpēc jūs aktīvi nebļāvāt, kad 100000 čečenu sievietes un bērnus krievu okupanti sadedzināja ar termobārajām bumbām?",0
kādreiz vēsture novērtēs poļu šovinistus tādi paši okupanti kā krievi vsās valstīs ar ko robežojas ko viņi dara prūšu un jātvingu zemēs...,0
"Klausies, okupant! Vienīgie nacisti ir krievu okupanti, kuriem drīz palūgs aiztīties no Latvijas! Jūs esat visas pasaules nelaime!",0
"Par tiem 8 miljonime ko ārlietu ministrs minēja, cik atceros protestētajiem bija sauklis (kura izcelsmi piedēveja Baltijai) čemodāns - stacija - Maskava. Sajūta ka ārlietu ministram pa maz protestu, ja šis noliedz acīmredazamo spīdzināšanu, uzsvers okupantu jūtas un saucot protestētajus par ekstrēmistiem.",0
"Cik daudz vēl te Latvijā ir okupantu un viņu pēcnācēju ar visu viņu šovinistisko ,neloģisko domāšanu ! Jā ...un prom nevācas .",0
"ES PRET KRIEVIJU, NAFIG MAN VINU OKUPANTU BANDAS LV un UKRAINĀ...",0
lielkrievu šovinistiem pēc miljoniem mērķtiecīgi badā nomērdētiem ukraiņiem ne mazākās kauna un nožēlas sajūtas... parazīti ne nācija,0
"ļoti jautri - tas parāda, ka krievi ir galīgi atpalikuši- Krievijas himnai mūziku raksta latvietis, vārdus - žīds..",2
"Es varbūt gribu, lai šķiro! Jo krievi nav cilvēki, bet okupanti",2
"Kā nekdotē! Tiesājas Žīds ar Krievu, bet prokuroram iedod 10 gadus. Tā te prokurora vietā būs tikai tauta, kura rezultātā cietīs! )))",1
"Pret krievu - okupantu un viņa pēctečiem, cieņas nav un nebūs ne mūžam! Krievijā ir gana cilvēku, kuri ir pelnījuši cieņu!",0
"Katru reizi kad šitais zābaks izsakās par Latviju, ir jāizraida 100 okupanti.",0
Žīdi taisa biznesu uz debīlu krievu okupantu atlieku rēķina . krievi no laika gala iet žīdu pavadā,2
Tie mēsli okupanti pat pulksteņus un velosipēdus bērniem ņēma nost!Bet Grūzijā pat naktspodus pievāca.,1
"Pri com, te krievi? Runa iet par Sīriju un to valsti grib vsrdarbīgi iznīcināt ar Hitera &quot; anschluss&quot; karu uzlabotām vardarbīgām metodēm!,",0
Kas gan cits tas varētu būt? Īpašā krava: Okupanti!,0
"Krievi Ukrainā golodomoru nerīkoja. Ukraina bija viena no PSRS oficiālajām dibinātājām, bet PSRS bija ASV žīdu projekts, lai sagrautu Krievijas impēriju un tā mazinātu tās globālo ietekmi. Bet vairāk cieta tieši Ukraina?",2
"Latvija diemžēl nav nekāda republika, kas prot cienīt pati sevi un censtos vadīt savu ekonomiku pareizā veidā, jo tā vēl joprojām pacieš veco okupantu paliiekas savā zemē",0
"nu jau miljonu reizi pārliecinos, ka ir jābūt totāli aptaurēt lai precētos. liela daļa tā m... dzimuma tak izņemot savu pliko dibenu un naudas kāšanu neko citu preti nevar sniegt. Tad jau labāk slampas no čakenes, atķirības nekādas, vienīgi lētāk un kvalitātīvāk.",2
Atkal viriesi vainigi! Muusu viiriesi vismaz ciinaas par beerniem. Rietumeiropaa jau sen rokas nolaidusi un vientulaas maates izaudzinu pedinus un mazgadiigaas slampas.,2
"Sīcis nekad nav bijis armijā un nezin to, ka nevienam pat neienāca tada doma kā kadu dupsi iegūt jo pederasti nebija cieņā visdrīzāk ka tāds zilais visu službu pavadītu toleti pulējot.",2
"lietuvā tāpēc, ka pieaicina poļi, kuri grib ar to nošaut divus zaķus- atgriezt poļiem nolaupīto Viļņas apgabalu un Rietumukrainu kopā ar Ļvovu, ko bija nolaupījuši ar Robotova-Millemtropa paktu. un tā agri vai vēlu būs!",0
"Protams, sc kremļa stabulei taču vajag panākt, lai latvieši uz vēlēšanām neiet, tad tiks ievēlēta sc un sāksies izstāšanās no ES un NATO, pievienošanās krievijai un tālāk - atkal sibīrija, tās nāves nometnes, latviešu iznīcināšana utt. To jūs gribiet? Tāds jūsu mērķis? Normāli domājošs cilvēks par to nešaubās.",0
"Daini , vai tiešām tu šajos aukstumos saslimi tik smagā forma ar gripu , ka vēl neesi atjēdzies no murgiem , tu taču neesi pie pilna prāta -- izej uz ielas , paskaties kas notiek , puse tautas ir aizbēgusi no šīm represijām pret latviešu tautu , par ko tu runā , tu gan NATURĀLI esi pērkams , par naudu esi gatavs iznīcināt visu labo -- CŪKA",1
"Nevis aizbraukušies, bet zelta meklētāji, parazīti, kuri nav labāki par padomju salašņām. Nodevēji! Tagad šo lopu dēļ cieš dzīvnieki.",0
"Vai Dombrovskis krīzi izraisīja? Kur mankurtiem atmiņas par šleseru, šķēli, kalvīti un krievu politmafiju, kas sadarbojās ar visiem šiem neliešie.m. Par Dombrovski kladzina krievvalodīgie okupanti. Parex jau bija SC drauēļu banka, kurā naudiņu glabāji nerezidenti no krievijas.",0
"Labāk zaglis latvietis, nekā zaglis krievu okupantu pēctecis, kas izauga starp latviešiem un mēgina iznīdēt latviešu valodu, tātad arī tautu un valsti!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!1",1
"Jēzus (tautas) augšāmcelšanās.Visi te biedē.Arī Repše: &quot;Revalvējot latu,var sākties nopietnas problēmas&quot;.Jā.Partijām un partijniekiem.Tiem,kas valsts pārvaldi iekārtojuši tā,ka 2% parazītu,nederīgu parazītu pārvalda 98% tautas.Jābūt otrādi: 98% tautas jāpārvalda valsti un jākontrolē tie 2% parazītu,lai tie būtu derīgi.Nekas īpašs.Viss,kā CILVĒKA ORGANISMĀ.Un,pēc tam tiem &quot;krieviem&quot; varēs uzlikt &quot;Svēto Nikolaju",0
"Te nav nekāda padumjā savienība un neesam krievu, bijušo okupantu, guberņa. Nekādas bijušo okupantu izdomātās svētdienas skolas Latvijā nedrīkst būt un nebūs. Kremlis izdomā visādas maigās okupācijas.",0
"Okupanti ir friči, bet lielākā daļa progresīvās latvijas tautību daļas ir ebreji",0
dari taču kaut ko.... cik ilgi atļausimies būt apbižotie?.... cik ilgi krievu.... un tikai krievu...to es uzsveru jo citas tautības tā Latvijā nerīkojas..... okupanti ņirgāsies par Latvijas valsti?,2
Okupanti ...šeit ir Latvija nevis Krievijas guberņa,0
"Šļupstošais Rīgas galvenais spiegs ir pārbijies- atmaskas stunda nav tālu! Katrs publisks pasākums ir iespējamais politiskās cīņas kaujas lauks. Drebi un trīci, okupantu atvase",0
"Krievija visu šo laiku to noliedz, okupācija nebija, bet okupanti palika. Viņi nekad neko nav maksājuši, tāda ir tā naida valsts. Nemāk viņa atdot parādus citām valstīm!?",0
"Tātad arī okupantu izpisenis,tā vai????",1
"To ,ka viņš ir vaukšķis nav šaubu , bet daļēja taisnība viņam ir . Gribētu redzēt ja Dombrovskis būtu premjers Krievijā, ja Latviju viņš spēja iznīcināt , iedzīt nabadzībā , bezdarbā utt. pa nieka četriem gadiem",0
"Abrenē ir krievu skolas, kur problēma? Okupantu partija atdeva to Krievijai , lai brauc uz turieni un mācās, lai Lindermaņi, Osipovi un Ušakovi tur kandidē par mēriem.",0
"Mums nevajag lāpstas un ierakumus.Mums pietiks ar NATO ložmetējiem, kad varēsim apšaut jūs uŗlu okupantu sagaidītāju pūļus.Bet pārējo paveiks NATO",1
"ES okupanti, Krievija draugi:)))) cik ir jāpīp",0
"Kāpēc nav ziņots, kurš nesīs Zviedrijas, Norvēģijas, Somijas, Lietuvas, Igaunijas, bet gan krievu okupantu valsts karogu?",0
Amerikāņu pedofīli parūpējušies par labo reitingu!,1
"Vajag izdomāt vārdam 'resns' jauku aizvietotāju, jo, piemēram, prastajam vārdam 'pederasts' ir jauks aizvietotājvārdiņš, kas ir jauki iegājies un tas ir mīļais un jaukāis vārdiņš - gejs.",1
"Kāda jēga uzbrukt, ja visi Krievijas okupanti pameta teritoriju! Asads sēž Krievijas bunkurī un trīc kā apšu lapa! Ja ASV dos, tad dos negaidītu triecienu",0
"Saku, ka tev jāmācās lasīt un izlasīto saprast! Ļoti atgādinu okupantu pēcteci ar savu saprašanas līmeni!",0
"p.s sāks bļausties par pedofīlu, un pārējo izvirtuļi tiesībam, kā viņiem ari patīk..",0
"Vilkači Abreni apēda, tagad ir izsalkuši grib Latviju! Tie kas atdeva to vajadzētu pakārt",0
"Atrāk vai vēlāk šis okupācijas rēgs tiks nojaukts ,un okupanti aizbrauks uz savu sapņu zemi -krieviju",0
"Pie mums ar, okupanti kaut ko plāno",0
"ja fašistiskā Krievija karā zaudēja ap 20 miljonu cilvēku ,tad bende Staļins spēja nomocīt un zvērīgi nogalināt ap 60 miljoniem cilvēku",0
žīdu tanki viņu zemē bija un būs. Savējo interešu aizsargāšanai.,1
"toties viņu atvases ir pietiekami vainīgas - balstiesīgas kopojoties ar neagresīviem pilsoņiem! Ieaudzinot okupantu sturgalvīgumu - noniecinot šīz zemes paržas, kultūras, ētiskās vērtības... izrādot necieņu sakot, ka negribu un nerunāšu šīs valsts valod",0
"Kurā klasītē tu ej ? Pirmajā vai otrajā ? Skunstiņ Bombočkas nešķiro vai tas latviets, krievs vai čigāns , a varbūt tu būsi čipēts ? Radiācijai arī čipēts nelīdz.. Saldu dusu",1
"Nebalsoju un nebalsošu par ušakiem. Latviešu acīs viņš nav cēlies. Cēlies tikai okupantu acīs, nav jau brīnums, šis parakstījās pa okupantu valodu, kā otro valsts valodu.",0
Bijušie okupanti vienmēr lido gar mūsu robežām.,0
"Tu kļūdies ! urlakovu ciena un ceļ debesīs tūkstošiem okupantu atraugas , debīlas krievu pabiras ( BIDLO ) , kas nemāk savu dzimto valodu un nav vajadzīgi ne ruslandē , ne lv",2
"ušķa laiks un viņa ,,labie darbi,, zūd!!!!. Okupantu acīs viņš vēl ir vērtē,bet gan jau....",0
"Latvija jau pilna ar cittautiešiem,vai krievija nāk iznīcināt savējos, Latvieši jau izbraukuši",0
D tev tie okupantu huligāni naktī iebelzīs pa tavu stulbo galvu un tu neko vairs nejutīsi pajoli,1
"Ar vai bez kara ,taču šoreiz krievijas nolūks ir pilnībā iznīcināt latviešus!Tas jau pamazām notiek!Tie latviesi kas vēl te raksta par labu krievijai ļoti alojās,jo nebūs vajadzīgi arī viņi ,nodevējus nevajag arī krievijai!Pat daļa šejienes krievu tiks pilnībā iznīcināti,lai atbrīvotu teritoriju jauniem iemīt niekiem,Tāds ir krievijas nolūks",0
dmitlijs mulgo kaa slims suns. okupants nolaadeetais?,1
Bet kā rakstīt ja žīds ir palicis par latvieti un netic nekam un nevienam ? Tas laikam būs pār_latviskojies ?! Līdzīgs tev,1
"Vienīgie, kurus vajadzētu pakārt, ir Rīgas izzadzēji Ameriks un Ušakovs. Pakārt Uzvaras laukum",0
